,formula,structure,spacegroup,formation_energy_ev_natom,bandgap_energy_ev
749,Ti2ZnO4,"Full Formula (Ti4 Zn2 O8)
Reduced Formula: Ti2ZnO4
abc   :   6.150801   5.956392   5.956392
angles:  59.999996  61.040157  61.040159
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.260538  0.246487  0.246487
  1  Ti    0.62895   0.139491  0.61578
  2  Ti    0.62895   0.61578   0.139491
  3  Ti    0.62895   0.61578   0.61578
  4  Zn    0.014402  0.9952    0.9952
  5  Zn    0.105921  0.63136   0.63136
  6  O     0.380147  0.37896   0.37896
  7  O     0.380147  0.37896   0.861931
  8  O     0.380147  0.861931  0.37896
  9  O     0.894846  0.368385  0.368385
 10  O     0.407246  0.864251  0.864251
 11  O     0.846586  0.40148   0.875967
 12  O     0.846586  0.875967  0.40148
 13  O     0.846586  0.875967  0.875967",160,-2.821860958333334,0.0
750,Ti2ZnO4,"Full Formula (Ti4 Zn2 O8)
Reduced Formula: Ti2ZnO4
abc   :   5.972907   5.999407   6.004353
angles:  88.646637 119.976597 119.947986
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.499995  1e-06     0.499997
  1  Ti    0.500014  0.500002  0.500011
  2  Ti    2.1e-05   0.49999   5e-06
  3  Ti    0.999995  0.5       0.5
  4  Zn    0.999985  0.999984  4e-06
  5  Zn    0.500007  8e-06     5e-06
  6  O     0.02799   0.745248  0.252839
  7  O     0.496719  0.752964  0.738884
  8  O     0.472025  0.746572  0.255157
  9  O     0.996047  0.73749   0.751726
 10  O     0.527996  0.25343   0.744855
 11  O     0.503271  0.247039  0.261111
 12  O     0.003981  0.262509  0.248298
 13  O     0.972004  0.254728  0.74715",74,-2.711858815476191,0.0
751,Ti9Zn2O13,"Full Formula (Ti9 Zn2 O13)
Reduced Formula: Ti9Zn2O13
abc   :   2.959503   5.154678  16.709846
angles:  98.962467  90.000841 106.782819
Sites (24)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Ti    0.5       -0         0.5
  1  Ti    0.655723   0.310083  0.036219
  2  Ti    0.344277   0.689917  0.963781
  3  Ti    0.7651     0.530399  0.425192
  4  Ti    0.2349     0.469601  0.574808
  5  Ti    0.933738   0.864834  0.11714
  6  Ti    0.066262   0.135166  0.88286
  7  Ti    0.991957   0.982002  0.336704
  8  Ti    0.008043   0.017998  0.663296
  9  Zn    0.214213   0.431215  0.228599
 10  Zn    0.785787   0.568785  0.771401
 11  O     0          0         0
 12  O     0.869935   0.73982   0.229445
 13  O     0.130065   0.26018   0.770555
 14  O     0.288642   0.574995  0.086139
 15  O     0.711358   0.425005  0.913861
 16  O     0.583405   0.162144  0.146583
 17  O     0.416595   0.837856  0.853417
 18  O     0.629691   0.256525  0.313536
 19  O     0.370309   0.743475  0.686464
 20  O     0.375322   0.749176  0.377906
 21  O     0.624678   0.250824  0.622094
 22  O     0.124216   0.248463  0.451395
 23  O     0.875784   0.751537  0.548605",12,-2.759339269427084,0.0
752,TiZnO2,"Full Formula (Ti4 Zn4 O8)
Reduced Formula: TiZnO2
abc   :   2.908844   7.622326   8.538045
angles:  82.226744  81.449635  84.398046
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.526748  0.293446  0.587599
  1  Ti    0.103268  0.430587  0.258439
  2  Ti    0.893066  0.549363  0.769836
  3  Ti    0.469513  0.686496  0.440506
  4  Zn    0.466502  0.060204  0.291007
  5  Zn    0.529524  0.91972   0.73727
  6  Zn    0.289927  0.840511  0.067122
  7  Zn    0.704741  0.139352  0.960993
  8  O     0.890659  0.743035  0.593466
  9  O     0.422698  0.36586   0.813465
 10  O     0.573602  0.614003  0.214904
 11  O     0.105504  0.236994  0.434733
 12  O     0.999884  0.104889  0.716753
 13  O     0.685521  0.285072  0.157527
 14  O     0.996398  0.875051  0.311329
 15  O     0.310722  0.694751  0.870671",2,-2.2474479716666664,0.25150000000000006
753,Ti4ZnO6,"Full Formula (Ti8 Zn2 O12)
Reduced Formula: Ti4ZnO6
abc   :   2.950581   5.157748  15.101893
angles:  90.000000  90.000000 106.620650
Sites (22)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.85343   0.706864  0.039734
  1  Ti    0.401341  0.802681  0.629696
  2  Ti    0.146568  0.293135  0.960266
  3  Ti    0.598659  0.197319  0.370305
  4  Ti    0.85343   0.706864  0.460266
  5  Ti    0.146568  0.293135  0.539734
  6  Ti    0.598659  0.197319  0.129695
  7  Ti    0.401341  0.802681  0.870304
  8  Zn    0.656873  0.313748  0.75
  9  Zn    0.343127  0.686252  0.25
 10  O     0.499999  0         0.5
 11  O     0.499999  0         0
 12  O     0.041758  0.083515  0.840641
 13  O     0.958242  0.916485  0.15936
 14  O     0.958242  0.916485  0.34064
 15  O     0.041758  0.083515  0.65936
 16  O     0.765897  0.531795  0.906127
 17  O     0.234102  0.468206  0.093873
 18  O     0.234102  0.468206  0.406127
 19  O     0.765897  0.531795  0.593873
 20  O     0.309563  0.619128  0.75
 21  O     0.690435  0.380871  0.25",63,-2.7729630567424235,0.0
754,Ti2ZnO4,"Full Formula (Ti4 Zn2 O8)
Reduced Formula: Ti2ZnO4
abc   :   6.037854   6.047424   6.031969
angles:  89.995814 119.911726 120.009128
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.499893  0.999833  0.499944
  1  Ti    0.499919  0.50007   0.499965
  2  Ti    0.0001    0.500052  0.000173
  3  Ti    8.3e-05   0.500043  0.499926
  4  Zn    0.248934  0.124404  0.874765
  5  Zn    0.751059  0.875612  0.125216
  6  O     0.018356  0.741851  0.259107
  7  O     0.481857  0.740662  0.723352
  8  O     0.481824  0.741228  0.258354
  9  O     0.981715  0.723528  0.740988
 10  O     0.518251  0.258797  0.74161
 11  O     0.518181  0.259362  0.276737
 12  O     0.018265  0.276368  0.259012
 13  O     0.981563  0.258188  0.740854",227,-2.8791534154761913,0.0
755,Ti2ZnO4,"Full Formula (Ti4 Zn2 O8)
Reduced Formula: Ti2ZnO4
abc   :   2.914244   5.023498  10.143881
angles:  90.000000  90.000000 106.861616
Sites (14)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Ti    0.872899  0.745798   0.069697
  1  Ti    0.127101  0.254202   0.930303
  2  Ti    0.872899  0.745798   0.430303
  3  Ti    0.127101  0.254202   0.569697
  4  Zn    0.382192  0.764384   0.75
  5  Zn    0.617808  0.235616   0.25
  6  O     0.225122  0.450245   0.386099
  7  O     0.774878  0.549755   0.613901
  8  O     0.774878  0.549755   0.886099
  9  O     0.225122  0.450245   0.113901
 10  O     0.963009  0.926017   0.25
 11  O     0.036991  0.073983   0.75
 12  O     0.5       0         -0
 13  O     0.5       0          0.5",63,-2.795636754761905,0.0
756,TiZnO2,"Full Formula (Ti4 Zn4 O8)
Reduced Formula: TiZnO2
abc   :   2.948205   9.860547   7.446334
angles:  96.403397  78.582301  81.461803
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.607641  0.264554  0.521751
  1  Ti    0.18231   0.452863  0.182679
  2  Ti    0.813309  0.52697   0.847079
  3  Ti    0.388111  0.715246  0.507789
  4  Zn    0.375194  0.084839  0.165207
  5  Zn    0.620489  0.895313  0.863487
  6  Zn    0.001863  0.84922   0.146722
  7  Zn    0.993435  0.131095  0.882397
  8  O     0.820625  0.674762  0.683968
  9  O     0.442054  0.422451  0.693888
 10  O     0.553718  0.557043  0.335765
 11  O     0.175506  0.304609  0.345193
 12  O     0.107926  0.16855   0.616197
 13  O     0.806012  0.373072  0.014923
 14  O     0.888197  0.810982  0.412773
 15  O     0.189691  0.606765  0.01462",12,-2.4601383866666664,0.0
757,TiZnO2,"Full Formula (Ti4 Zn4 O8)
Reduced Formula: TiZnO2
abc   :   2.822386   8.890951   9.049507
angles:  84.618698  81.003615  81.200052
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.664526  0.162809  0.501597
  1  Ti    0.201691  0.39986   0.193899
  2  Ti    0.794367  0.580043  0.834302
  3  Ti    0.331334  0.817296  0.526789
  4  Zn    0.419029  0.000809  0.185224
  5  Zn    0.57725   0.978821  0.842535
  6  Zn    0.052211  0.745851  0.15992
  7  Zn    0.943935  0.233787  0.868432
  8  O     0.815348  0.709938  0.663821
  9  O     0.37947   0.428672  0.810662
 10  O     0.616484  0.551288  0.217598
 11  O     0.180731  0.269881  0.364386
 12  O     0.082254  0.19448   0.638325
 13  O     0.802266  0.306654  0.082042
 14  O     0.913581  0.785702  0.39
 15  O     0.1938    0.673446  0.946085",2,-2.231295853541667,0.0
758,TiZn2O4,"Full Formula (Ti2 Zn4 O8)
Reduced Formula: TiZn2O4
abc   :   6.090005   6.023777   6.090005
angles:  60.359095  58.720547  60.359091
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.275277  0.238407  0.275277
  1  O     0.275277  0.711039  0.275277
  2  O     0.281054  0.24591   0.727125
  3  O     0.727125  0.24591   0.281054
  4  O     0.272875  0.75409   0.718946
  5  O     0.718946  0.75409   0.272875
  6  O     0.724723  0.288961  0.724723
  7  O     0.724723  0.761593  0.724723
  8  Ti    0.5       0         0.5
  9  Ti    0.5       0.5       0.5
 10  Zn    0.138955  0.111045  0.138955
 11  Zn    0.5       0.5       0
 12  Zn    0         0.5       0.5
 13  Zn    0.861045  0.888955  0.861045",74,-2.491159155238095,1.4336000000000002
759,Ti3Zn2O8,"Full Formula (Ti3 Zn2 O8)
Reduced Formula: Ti3Zn2O8
abc   :   5.920009   6.013332   6.013332
angles:  60.000003  59.477148  59.477148
Sites (13)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.41737   0.372513  0.372513
  1  O     0.41737   0.372513  0.837604
  2  O     0.41737   0.837604  0.372513
  3  O     0.854646  0.381785  0.381785
  4  O     0.395354  0.868215  0.868215
  5  O     0.83263   0.877487  0.412396
  6  O     0.83263   0.412396  0.877487
  7  O     0.83263   0.877487  0.877487
  8  Ti    0.625     0.125     0.625
  9  Ti    0.625     0.625     0.125
 10  Ti    0.625     0.625     0.625
 11  Zn    0.971686  0.009438  0.009438
 12  Zn    0.278314  0.240562  0.240562",166,-2.904763938461538,1.8044000000000002
760,TiZnO3,"Full Formula (Ti2 Zn2 O6)
Reduced Formula: TiZnO3
abc   :   5.141912   5.141912   5.517324
angles:  62.226410  62.226410  60.000005
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.498986  0.498986  0.503043
  1  Ti    0.998986  0.998986  0.003043
  2  Zn    0.220303  0.220303  0.339091
  3  Zn    0.720303  0.720303  0.839091
  4  O     0.137696  0.393928  0.689758
  5  O     0.393928  0.778618  0.689758
  6  O     0.778618  0.137696  0.689758
  7  O     0.637696  0.278618  0.189758
  8  O     0.278618  0.893928  0.189758
  9  O     0.893928  0.637696  0.189758",161,-2.7787003220833326,2.8321
761,TiZnO3,"Full Formula (Ti2 Zn2 O6)
Reduced Formula: TiZnO3
abc   :   5.550591   5.550591   5.550591
angles:  55.037770  55.037770  55.037770
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.77646   0.436772  0.0505
  1  O     0.436772  0.0505    0.77646
  2  O     0.0505    0.77646   0.436772
  3  O     0.22354   0.563228  0.9495
  4  O     0.9495    0.22354   0.563228
  5  O     0.563228  0.9495    0.22354
  6  Ti    0.145602  0.145602  0.145602
  7  Ti    0.854398  0.854398  0.854398
  8  Zn    0.360676  0.360676  0.360676
  9  Zn    0.639324  0.639324  0.639324",148,-2.8056010910833344,3.0906
762,Ti5ZnO7,"Full Formula (Ti10 Zn2 O14)
Reduced Formula: Ti5ZnO7
abc   :   2.970835   5.141147  17.885867
angles:  90.000000  90.000000 106.793735
Sites (26)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Ti    0.291168  0.582334   0.570899
  1  Ti    0.462219  0.924437   0.149225
  2  Ti    0         0          0.5
  3  Ti    0         0         -0
  4  Ti    0.537781  0.075562   0.850776
  5  Ti    0.708832  0.417665   0.429101
  6  Ti    0.708832  0.417665   0.070899
  7  Ti    0.291168  0.582334   0.929101
  8  Ti    0.537781  0.075562   0.649224
  9  Ti    0.462219  0.924437   0.350776
 10  Zn    0.790439  0.580878   0.75
 11  Zn    0.209562  0.419121   0.25
 12  O     0.642818  0.285635   0.955853
 13  O     0.357183  0.714366   0.044147
 14  O     0.357183  0.714366   0.455853
 15  O     0.642818  0.285635   0.544147
 16  O     0.181986  0.363974   0.827432
 17  O     0.818014  0.636026   0.172568
 18  O     0.818014  0.636026   0.327433
 19  O     0.181986  0.363974   0.672568
 20  O     0.910083  0.820164   0.885845
 21  O     0.089917  0.179836   0.114155
 22  O     0.089917  0.179836   0.385845
 23  O     0.910083  0.820164   0.614155
 24  O     0.445289  0.890579   0.75
 25  O     0.554712  0.109423   0.25",63,-2.7479209201602566,0.0
763,Ti2ZnO4,"Full Formula (Ti4 Zn2 O8)
Reduced Formula: Ti2ZnO4
abc   :   6.103116   6.103115   5.997712
angles:  60.569671  60.569673  60.263609
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.99394   0.99394   0.00606
  1  Ti    0.25606   0.25606   0.24394
  2  Ti    0.625     0.625     0.125
  3  Ti    0.625     0.625     0.625
  4  Zn    0.125     0.625     0.625
  5  Zn    0.625     0.125     0.625
  6  O     0.383252  0.383252  0.374774
  7  O     0.390071  0.871783  0.369073
  8  O     0.383252  0.383252  0.858723
  9  O     0.871783  0.390071  0.369073
 10  O     0.378217  0.859929  0.880927
 11  O     0.859929  0.378217  0.880927
 12  O     0.866748  0.866748  0.391277
 13  O     0.866748  0.866748  0.875226",74,-2.7381180711904767,0.0
764,TiZn2O4,"Full Formula (Ti4 Zn8 O16)
Reduced Formula: TiZn2O4
abc   :   6.074403   6.074403  12.834414
angles:  90.000000  90.000000  90.000000
Sites (28)
  #  SP            a         b          c
---  ----  ---------  --------  ---------
  0  Ti     0.153669  0.5        0.25
  1  Ti     0.5       0.846331   0.5
  2  Ti     0.5       0.153669  -0
  3  Ti     0.846331  0.5        0.75
  4  Zn    -0         0.449665  -0
  5  Zn    -0         0.550335   0.5
  6  Zn     0.361443  0.361443   0.625
  7  Zn     0.361443  0.638557   0.875
  8  Zn     0.449665  0          0.25
  9  Zn     0.550335  0          0.75
 10  Zn     0.638557  0.361443   0.375
 11  Zn     0.638557  0.638557   0.125
 12  O      0.572993  0.044147   0.39599
 13  O      0.572993  0.955853   0.10401
 14  O      0.378878  0.701661   0.248809
 15  O      0.378878  0.298339   0.251191
 16  O      0.044147  0.572993   0.85401
 17  O      0.044147  0.427007   0.64599
 18  O      0.701661  0.378878   0.001191
 19  O      0.701661  0.621122   0.498809
 20  O      0.298339  0.378878   0.998809
 21  O      0.298339  0.621122   0.501191
 22  O      0.955853  0.572993   0.14599
 23  O      0.955853  0.427007   0.35401
 24  O      0.621122  0.701661   0.751191
 25  O      0.621122  0.298339   0.748809
 26  O      0.427007  0.044147   0.60401
 27  O      0.427007  0.955853   0.89599",95,-2.246913550238095,1.8417
765,TiZn2O4,"Full Formula (Ti4 Zn8 O16)
Reduced Formula: TiZn2O4
abc   :   6.084990   6.084990   8.470196
angles:  90.000000  90.000000  90.000000
Sites (28)
  #  SP            a          b          c
---  ----  ---------  ---------  ---------
  0  Ti     0.238584   0.5        0.25
  1  Ti     0.5        0.761416   0.5
  2  Ti     0.5        0.238584  -0
  3  Ti     0.761416   0.5        0.75
  4  Zn    -0          0.243215   0
  5  Zn    -0          0.756785   0.5
  6  Zn     0.253828   0.253828   0.625
  7  Zn     0.253828   0.746172   0.875
  8  Zn     0.243215   0          0.25
  9  Zn     0.756785  -0          0.75
 10  Zn     0.746172   0.253828   0.375
 11  Zn     0.746172   0.746172   0.125
 12  O      0.515797   0.733705   0.733098
 13  O      0.515797   0.266295   0.766902
 14  O      0.734298   0.974377   0.498574
 15  O      0.734298   0.025623   0.001426
 16  O      0.733705   0.515797   0.516902
 17  O      0.733705   0.484203   0.983098
 18  O      0.974377   0.734298   0.751426
 19  O      0.974377   0.265702   0.748574
 20  O      0.025623   0.734298   0.248574
 21  O      0.025623   0.265702   0.251426
 22  O      0.266295   0.515797   0.483098
 23  O      0.266295   0.484203   0.016902
 24  O      0.265702   0.974377   0.501426
 25  O      0.265702   0.025623   0.998574
 26  O      0.484203   0.733705   0.266902
 27  O      0.484203   0.266295   0.233098",95,-2.5079016227380952,2.3118999999999996
766,TiSnO4,"Full Formula (Ti3 Sn3 O12)
Reduced Formula: TiSnO4
abc   :   7.445894   5.684868   5.684868
angles:  72.143440  71.940779  71.940779
Sites (18)
  #  SP            a         b         c
---  ----  ---------  --------  --------
  0  Ti     0.685743  0.323972  0.323972
  1  Ti     0.180723  0.34503   0.34503
  2  Ti    -0.0003    0.00517   0.00517
  3  Sn     0.833791  0.663141  0.663141
  4  Sn     0.328928  0.667832  0.667832
  5  Sn     0.498224  0.00139   0.00139
  6  O      0.322697  0.36661   0.98383
  7  O      0.660967  0.033478  0.626571
  8  O      0.284687  0.906316  0.906316
  9  O      0.633026  0.552794  0.552794
 10  O      0.95593   0.229052  0.229052
 11  O      0.711094  0.100555  0.100555
 12  O      0.371908  0.428612  0.428612
 13  O      0.025773  0.779707  0.779707
 14  O      0.660967  0.626571  0.033478
 15  O      0.011571  0.295231  0.690708
 16  O      0.322697  0.98383   0.36661
 17  O      0.011571  0.690708  0.295231",8,-2.7774417311111126,1.8366999999999996
767,Ti9SnO20,"Full Formula (Ti9 Sn1 O20)
Reduced Formula: Ti9SnO20
abc   :   7.598579   6.610055   7.258838
angles:  90.000000  85.967411  64.217672
Sites (30)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.0047    0.99765   0.001841
  1  Ti    0.008782  0.995609  0.49584
  2  Ti    0.195299  0.40235   0.398159
  3  Ti    0.6       0.2       0.2
  4  Ti    0.191218  0.404391  0.90416
  5  Ti    0.402024  0.798987  0.297626
  6  Ti    0.797976  0.601013  0.102374
  7  Ti    0.399511  0.800245  0.797917
  8  Ti    0.800489  0.599755  0.602083
  9  Sn    0.6       0.2       0.7
 10  O     0.997761  0.306694  0.00098
 11  O     0.997761  0.695546  0.00098
 12  O     0.202239  0.093306  0.39902
 13  O     0.322137  0.338931  0.143681
 14  O     0.079954  0.460023  0.653094
 15  O     0.474562  0.262719  0.449776
 16  O     0.276672  0.861664  0.05941
 17  O     0.877863  0.061069  0.256319
 18  O     0.202239  0.704454  0.39902
 19  O     0.6       0.505991  0.2
 20  O     0.388299  0.104605  0.806335
 21  O     0.388299  0.507096  0.806335
 22  O     0.6       0.894009  0.2
 23  O     0.811701  0.295395  0.593665
 24  O     0.120046  0.939977  0.746906
 25  O     0.923328  0.538336  0.34059
 26  O     0.725438  0.137281  0.950224
 27  O     0.522115  0.738942  0.545255
 28  O     0.677885  0.661058  0.854745
 29  O     0.811701  0.892904  0.593665",12,-3.335774533999999,1.7902
768,Ti3(SnO5)2,"Full Formula (Ti6 Sn4 O20)
Reduced Formula: Ti3(SnO5)2
abc   :   4.726140   4.726140  15.432839
angles:  90.000000  90.000000  90.042594
Sites (30)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0         0         0.192345
  1  Ti    0         0         0.000731
  2  Ti    0         0         0.600819
  3  Ti    0         0         0.800355
  4  Ti    0.5       0.5       0.502679
  5  Ti    0.5       0.5       0.100577
  6  Sn    0         0         0.401591
  7  Sn    0.5       0.5       0.698624
  8  Sn    0.5       0.5       0.29757
  9  Sn    0.5       0.5       0.90259
 10  O     0.199386  0.800614  0.506742
 11  O     0.193094  0.806906  0.099038
 12  O     0.19046   0.80954   0.294155
 13  O     0.186625  0.813375  0.70077
 14  O     0.186239  0.813761  0.901407
 15  O     0.300165  0.300165  0.005712
 16  O     0.301325  0.301325  0.192395
 17  O     0.29661   0.29661   0.800516
 18  O     0.309491  0.309491  0.404512
 19  O     0.299805  0.299805  0.595811
 20  O     0.699835  0.699835  0.005712
 21  O     0.698675  0.698675  0.192395
 22  O     0.690509  0.690509  0.404512
 23  O     0.700195  0.700195  0.595811
 24  O     0.70339   0.70339   0.800516
 25  O     0.806906  0.193094  0.099038
 26  O     0.800614  0.199386  0.506742
 27  O     0.80954   0.19046   0.294155
 28  O     0.813375  0.186625  0.70077
 29  O     0.813761  0.186239  0.901407",35,-2.9117073975000003,1.6193999999999997
769,Ti(Sn2O5)2,"Full Formula (Ti2 Sn8 O20)
Reduced Formula: Ti(Sn2O5)2
abc   :   4.797422  13.554076   5.760882
angles: 101.337935  90.066719  89.956224
Sites (30)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.999523  0.39846   0.79873
  1  Ti    0.000477  0.00154   0.00127
  2  Sn    0.49976   0.399461  0.299194
  3  Sn    0.50024   0.000539  0.500806
  4  Sn    0.5       0.2       0.9
  5  Sn    0.501694  0.597328  0.700758
  6  Sn    0.498306  0.802672  0.099242
  7  Sn    0.000363  0.801607  0.603453
  8  Sn    0         0.2       0.4
  9  Sn    0.999637  0.598393  0.196547
 10  O     0.81049   0.266394  0.723354
 11  O     0.810056  0.868277  0.924904
 12  O     0.810085  0.057812  0.30393
 13  O     0.809734  0.456179  0.101349
 14  O     0.807007  0.660608  0.517045
 15  O     0.705461  0.061649  0.816975
 16  O     0.706074  0.458762  0.616256
 17  O     0.689912  0.861088  0.421297
 18  O     0.693837  0.66156   0.016724
 19  O     0.68965   0.259321  0.221274
 20  O     0.294539  0.338351  0.983025
 21  O     0.306163  0.73844   0.783276
 22  O     0.31035   0.140679  0.578726
 23  O     0.293926  0.941238  0.183744
 24  O     0.310089  0.538912  0.378703
 25  O     0.18951   0.133606  0.076646
 26  O     0.190266  0.943821  0.698651
 27  O     0.189944  0.531723  0.875096
 28  O     0.189915  0.342188  0.49607
 29  O     0.192993  0.739392  0.282955",2,-2.3779133572777775,2.0473
770,Ti4SnO10,"Full Formula (Ti8 Sn2 O20)
Reduced Formula: Ti4SnO10
abc   :   4.698932  12.981474   5.583828
angles:  78.381508  89.973325  90.013911
Sites (30)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.501685  0.003387  0.509692
  1  Ti    0.5       0.6       0.1
  2  Ti    0.498315  0.196613  0.690308
  3  Ti    0.995239  0.800123  0.800743
  4  Ti    0         0.6       0.6
  5  Ti    0.004761  0.399877  0.399257
  6  Ti    0.982422  0.198283  0.196998
  7  Ti    0.017578  0.001718  0.003002
  8  Sn    0.498569  0.398608  0.900102
  9  Sn    0.501431  0.801392  0.299898
 10  O     0.817502  0.86317   0.053041
 11  O     0.802044  0.663048  0.850211
 12  O     0.818113  0.460654  0.656003
 13  O     0.801657  0.260233  0.452138
 14  O     0.806233  0.061087  0.255657
 15  O     0.698894  0.866319  0.566571
 16  O     0.699842  0.655205  0.354887
 17  O     0.698737  0.253281  0.955075
 18  O     0.694236  0.061798  0.753982
 19  O     0.699762  0.464494  0.165246
 20  O     0.301263  0.946719  0.244925
 21  O     0.301106  0.333681  0.633429
 22  O     0.300238  0.735506  0.034754
 23  O     0.300158  0.544795  0.845113
 24  O     0.305764  0.138202  0.446018
 25  O     0.197956  0.536952  0.349789
 26  O     0.198343  0.939767  0.747862
 27  O     0.193767  0.138913  0.944343
 28  O     0.181887  0.739346  0.543997
 29  O     0.182498  0.33683   0.146959",2,-3.1913253389444445,1.7655000000000003
771,TiSn9O20,"Full Formula (Ti1 Sn9 O20)
Reduced Formula: TiSn9O20
abc   :   8.041127   6.807020   7.535384
angles:  90.000000  87.657720  64.959245
Sites (30)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0         0         0
  1  Sn    0         0         0.5
  2  Sn    0.604464  0.197768  0.198693
  3  Sn    0.201378  0.399312  0.400501
  4  Sn    0.802753  0.598624  0.098298
  5  Sn    0.601372  0.199315  0.701763
  6  Sn    0.398628  0.800685  0.298237
  7  Sn    0.197247  0.401376  0.901702
  8  Sn    0.798622  0.600688  0.599499
  9  Sn    0.395536  0.802232  0.801307
 10  O     0         0.298818  0
 11  O     0.20078   0.093666  0.402915
 12  O     0         0.701182  0
 13  O     0.324047  0.337976  0.144966
 14  O     0.886836  0.056583  0.245629
 15  O     0.264673  0.867664  0.056444
 16  O     0.479747  0.260126  0.454929
 17  O     0.076704  0.461648  0.655697
 18  O     0.20078   0.705554  0.402915
 19  O     0.600355  0.506021  0.198129
 20  O     0.399645  0.106376  0.801871
 21  O     0.79922   0.294446  0.597085
 22  O     0.600355  0.893624  0.198129
 23  O     0.399645  0.493979  0.801871
 24  O     0.923296  0.538352  0.344303
 25  O     0.735327  0.132336  0.943556
 26  O     0.520253  0.739874  0.545071
 27  O     0.113164  0.943417  0.754371
 28  O     0.675953  0.662024  0.855034
 29  O     0.79922   0.906334  0.597085",12,-2.2506005198888888,1.1262999999999996
772,Ti(SnO2)2,"Full Formula (Ti4 Sn8 O16)
Reduced Formula: Ti(SnO2)2
abc   :   6.005476   8.619368   8.619368
angles:  90.000000  90.000000  90.000000
Sites (28)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  O     0.5   0.881039  0.402641
  1  O     0.5   0.118961  0.597359
  2  O     0     0.402641  0.118961
  3  O     0     0.597359  0.881039
  4  O     0     0.902641  0.381039
  5  O     0.5   0.618961  0.902641
  6  O     0.5   0.381039  0.097359
  7  O     0     0.097359  0.618961
  8  O     0.75  0.663046  0.163046
  9  O     0.25  0.836954  0.663046
 10  O     0.25  0.163046  0.336954
 11  O     0.75  0.336954  0.836954
 12  O     0.25  0.663046  0.163046
 13  O     0.75  0.836954  0.663046
 14  O     0.75  0.163046  0.336954
 15  O     0.25  0.336954  0.836954
 16  Ti    0.25  0.5       0
 17  Ti    0.75  0         0.5
 18  Ti    0.75  0.5       0
 19  Ti    0.25  0         0.5
 20  Sn    0.5   0.336789  0.352867
 21  Sn    0.5   0.663211  0.647133
 22  Sn    0     0.352867  0.663211
 23  Sn    0     0.647133  0.336789
 24  Sn    0     0.852867  0.836789
 25  Sn    0.5   0.163211  0.852867
 26  Sn    0.5   0.836789  0.147133
 27  Sn    0     0.147133  0.163211",135,-2.4477293759523815,1.0812
773,Ti3Sn7O20,"Full Formula (Ti3 Sn7 O20)
Reduced Formula: Ti3Sn7O20
abc   :   4.774746   4.774746  15.866413
angles:  90.000000  90.000000  90.041408
Sites (30)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0         0         0.399928
  1  Ti    0         0         0.800072
  2  Ti    0.5       0.5       0.1
  3  Sn    0         0         0.00038
  4  Sn    0         0         0.19962
  5  Sn    0         0         0.6
  6  Sn    0.5       0.5       0.497696
  7  Sn    0.5       0.5       0.299886
  8  Sn    0.5       0.5       0.900114
  9  Sn    0.5       0.5       0.702304
 10  O     0.189822  0.810178  0.495374
 11  O     0.202953  0.797047  0.1
 12  O     0.190008  0.809992  0.304003
 13  O     0.189822  0.810178  0.704626
 14  O     0.190008  0.809992  0.895997
 15  O     0.310039  0.310039  0.004221
 16  O     0.310039  0.310039  0.195779
 17  O     0.296875  0.296875  0.800695
 18  O     0.296875  0.296875  0.399305
 19  O     0.306137  0.306137  0.6
 20  O     0.689961  0.689961  0.004221
 21  O     0.689961  0.689961  0.195779
 22  O     0.703125  0.703125  0.399305
 23  O     0.693863  0.693863  0.6
 24  O     0.703125  0.703125  0.800695
 25  O     0.797047  0.202953  0.1
 26  O     0.810178  0.189822  0.495374
 27  O     0.809992  0.190008  0.304003
 28  O     0.809992  0.190008  0.895997
 29  O     0.810178  0.189822  0.704626",65,-2.506261222666666,1.7439
